,symbol,name,price,change,volumne
403,0GA3.IL,Telecom Italia S.p.A.,0.2605,+0.0001,103.161M
404,BCE.L,Beacon Energy plc,0.2605,0.0000,103.016M
405,CRCL.L,Corcel Plc,0.2605,-0.1100,94.127M
406,INX.L,i-nexus Global plc,0.2605,-0.5000,103.5M
407,GSC.L,GS Chain plc,0.2605,0.0000,103.5M
408,KOD.L,Kodal Minerals Plc,0.2605,-0.0150,79.388M
409,BZT.L,Bezant Resources plc,0.2605,-0.0020,75.176M
410,AMGO.L,Amigo Holdings PLC,0.2605,+0.1500,75.159M
411,HE1.L,Helium One Global Ltd,0.2605,-0.0230,69.927M
412,CEG.L,Challenger Energy Group PLC,0.2605,-0.0025,76.669M
413,VOD.L,Vodafone Group Plc,0.2605,+1.04,86.967M
414,IRON.L,Ironveld Plc,0.2605,-0.0525,63.007M
415,AJ44.L,,0.2605,+0.24,409M
416,JD.L,JD Sports Fashion Plc,0.2605,+18.20,55.143M
417,NI71.L,INVESTEC PLC 9.125% CALL REST S,0.2605,+1.75,62.363M
418,SYN.L,Synergia Energy Ltd,0.2605,+0.0025,65.601M
419,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.2605,-0.10,61.5M
420,BARC.L,Barclays PLC,0.2605,+1.68,47.929M
421,SIGC.L,Sherborne Investors (Guernsey) C Ltd,0.2605,0.00,53.981M
422,BOIL.AQ,Baron Oil PLC,0.2605,-0.0039,45.615M
423,GBP.L,Global Petroleum Limited,0.2605,-0.0100,45.106M
424,MOS.L,Mobile Streams Plc,0.2605,-0.0025,42.497M
425,PREM.L,Premier African Minerals Limited,0.2290,+0.0040,120.118M
426,FMET.L,Fulcrum Metals plc,0.2290,0.00,124.2M
427,0GA3.IL,Telecom Italia S.p.A.,0.2290,+0.0001,103.161M
428,BCE.L,Beacon Energy plc,0.2290,0.0000,103.016M
429,CRCL.L,Corcel Plc,0.2290,-0.1100,94.127M
430,GSC.L,GS Chain plc,0.2290,0.0000,103.5M
431,INX.L,i-nexus Global plc,0.2290,-0.5000,103.5M
432,KOD.L,Kodal Minerals Plc,0.2290,-0.0150,79.388M
433,BZT.L,Bezant Resources plc,0.2290,-0.0020,75.176M
434,AMGO.L,Amigo Holdings PLC,0.2290,+0.1500,75.159M
435,HE1.L,Helium One Global Ltd,0.2290,-0.0230,69.927M
436,CEG.L,Challenger Energy Group PLC,0.2290,-0.0025,76.669M
437,VOD.L,Vodafone Group Plc,0.2290,+1.04,86.967M
438,IRON.L,Ironveld Plc,0.2290,-0.0525,63.007M
439,AJ44.L,,0.2290,+0.24,409M
440,JD.L,JD Sports Fashion Plc,0.2290,+18.20,55.143M
441,NI71.L,INVESTEC PLC 9.125% CALL REST S,0.2290,+1.75,62.363M
442,SYN.L,Synergia Energy Ltd,0.2290,+0.0025,65.601M
443,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.2290,-0.10,61.5M
444,BARC.L,Barclays PLC,0.2290,+1.68,47.929M
445,SIGC.L,Sherborne Investors (Guernsey) C Ltd,0.2290,0.00,53.981M
446,BOIL.AQ,Baron Oil PLC,0.2290,-0.0039,45.615M
447,GBP.L,Global Petroleum Limited,0.2290,-0.0100,45.106M
448,MOS.L,Mobile Streams Plc,0.2290,-0.0025,42.497M
449,VELA.L,Vela Technologies PLC,0.2290,0.0000,41.423M
450,FMET.L,Fulcrum Metals plc,15.25,0.00,124.2M
451,0GA3.IL,Telecom Italia S.p.A.,15.25,+0.0001,103.161M
452,BCE.L,Beacon Energy plc,15.25,0.0000,103.016M
453,CRCL.L,Corcel Plc,15.25,-0.1100,94.127M
454,GSC.L,GS Chain plc,15.25,0.0000,103.5M
455,INX.L,i-nexus Global plc,15.25,-0.5000,103.5M
456,KOD.L,Kodal Minerals Plc,15.25,-0.0150,79.388M
457,BZT.L,Bezant Resources plc,15.25,-0.0020,75.176M
458,AMGO.L,Amigo Holdings PLC,15.25,+0.1500,75.159M
459,HE1.L,Helium One Global Ltd,15.25,-0.0230,69.927M
460,CEG.L,Challenger Energy Group PLC,15.25,-0.0025,76.669M
461,VOD.L,Vodafone Group Plc,15.25,+1.04,86.967M
462,IRON.L,Ironveld Plc,15.25,-0.0525,63.007M
463,AJ44.L,,15.25,+0.24,409M
464,JD.L,JD Sports Fashion Plc,15.25,+18.20,55.143M
465,NI71.L,INVESTEC PLC 9.125% CALL REST S,15.25,+1.75,62.363M
466,SYN.L,Synergia Energy Ltd,15.25,+0.0025,65.601M
467,76ZT.L,BANK OF AMERICA CORPORATION 3.6,15.25,-0.10,61.5M
468,BARC.L,Barclays PLC,15.25,+1.68,47.929M
469,SIGC.L,Sherborne Investors (Guernsey) C Ltd,15.25,0.00,53.981M
470,BOIL.AQ,Baron Oil PLC,15.25,-0.0039,45.615M
471,GBP.L,Global Petroleum Limited,15.25,-0.0100,45.106M
472,MOS.L,Mobile Streams Plc,15.25,-0.0025,42.497M
473,VELA.L,Vela Technologies PLC,15.25,0.0000,41.423M
474,NCA2.L,New Century AIM 2 VCT Ord,15.25,0.00,0
475,0GA3.IL,Telecom Italia S.p.A.,0.2274,+0.0001,103.161M
476,BCE.L,Beacon Energy plc,0.2274,0.0000,103.016M
477,CRCL.L,Corcel Plc,0.2274,-0.1100,94.127M
478,INX.L,i-nexus Global plc,0.2274,-0.5000,103.5M
479,GSC.L,GS Chain plc,0.2274,0.0000,103.5M
480,KOD.L,Kodal Minerals Plc,0.2274,-0.0150,79.388M
481,BZT.L,Bezant Resources plc,0.2274,-0.0020,75.176M
482,AMGO.L,Amigo Holdings PLC,0.2274,+0.1500,75.159M
483,HE1.L,Helium One Global Ltd,0.2274,-0.0230,69.927M
484,CEG.L,Challenger Energy Group PLC,0.2274,-0.0025,76.669M
485,VOD.L,Vodafone Group Plc,0.2274,+1.04,86.967M
486,IRON.L,Ironveld Plc,0.2274,-0.0525,63.007M
487,AJ44.L,,0.2274,+0.24,409M
488,JD.L,JD Sports Fashion Plc,0.2274,+18.20,55.143M
489,NI71.L,INVESTEC PLC 9.125% CALL REST S,0.2274,+1.75,62.363M
490,SYN.L,Synergia Energy Ltd,0.2274,+0.0025,65.601M
491,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.2274,-0.10,61.5M
492,BARC.L,Barclays PLC,0.2274,+1.68,47.929M
493,SIGC.L,Sherborne Investors (Guernsey) C Ltd,0.2274,0.00,53.981M
494,BOIL.AQ,Baron Oil PLC,0.2274,-0.0039,45.615M
495,GBP.L,Global Petroleum Limited,0.2274,-0.0100,45.106M
496,MOS.L,Mobile Streams Plc,0.2274,-0.0025,42.497M
497,VELA.L,Vela Technologies PLC,0.2274,0.0000,41.423M
498,NCA2.L,New Century AIM 2 VCT Ord,0.2274,0.00,0
499,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),0.2274,-0.36,40.359M
500,BCE.L,Beacon Energy plc,0.0475,0.0000,103.016M
501,CRCL.L,Corcel Plc,0.0475,-0.1100,94.127M
502,GSC.L,GS Chain plc,0.0475,0.0000,103.5M
503,INX.L,i-nexus Global plc,0.0475,-0.5000,103.5M
504,KOD.L,Kodal Minerals Plc,0.0475,-0.0150,79.388M
505,BZT.L,Bezant Resources plc,0.0475,-0.0020,75.176M
506,AMGO.L,Amigo Holdings PLC,0.0475,+0.1500,75.159M
507,HE1.L,Helium One Global Ltd,0.0475,-0.0230,69.927M
508,CEG.L,Challenger Energy Group PLC,0.0475,-0.0025,76.669M
509,VOD.L,Vodafone Group Plc,0.0475,+1.04,86.967M
510,IRON.L,Ironveld Plc,0.0475,-0.0525,63.007M
511,AJ44.L,,0.0475,+0.24,409M
512,JD.L,JD Sports Fashion Plc,0.0475,+18.20,55.143M
513,NI71.L,INVESTEC PLC 9.125% CALL REST S,0.0475,+1.75,62.363M
514,SYN.L,Synergia Energy Ltd,0.0475,+0.0025,65.601M
515,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.0475,-0.10,61.65M
516,BARC.L,Barclays PLC,0.0475,+1.68,47.929M
517,SIGC.L,Sherborne Investors (Guernsey) C Ltd,0.0475,0.00,53.981M
518,BOIL.AQ,Baron Oil PLC,0.0475,-0.0039,45.615M
519,GBP.L,Global Petroleum Limited,0.0475,-0.0100,45.106M
520,MOS.L,Mobile Streams Plc,0.0475,-0.0025,42.497M
521,VELA.L,Vela Technologies PLC,0.0475,0.0000,41.423M
522,NCA2.L,New Century AIM 2 VCT Ord,0.0475,0.00,0
523,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),0.0475,-0.36,40.359M
524,0H6I.IL,Telecom Italia S.p.A.,0.0475,+0.0014,37.271M
525,CRCL.L,Corcel Plc,0.3900,-0.1100,94.127M
526,INX.L,i-nexus Global plc,0.3900,-0.5000,103.5M
527,GSC.L,GS Chain plc,0.3900,0.0000,103.5M
528,KOD.L,Kodal Minerals Plc,0.3900,-0.0150,79.388M
529,BZT.L,Bezant Resources plc,0.3900,-0.0020,75.176M
530,AMGO.L,Amigo Holdings PLC,0.3900,+0.1500,75.159M
531,HE1.L,Helium One Global Ltd,0.3900,-0.0230,69.927M
532,CEG.L,Challenger Energy Group PLC,0.3900,-0.0025,76.669M
533,VOD.L,Vodafone Group Plc,0.3900,+1.04,86.967M
534,IRON.L,Ironveld Plc,0.3900,-0.0525,63.007M
535,AJ44.L,,0.3900,+0.24,409M
536,JD.L,JD Sports Fashion Plc,0.3900,+18.20,55.143M
537,NI71.L,INVESTEC PLC 9.125% CALL REST S,0.3900,+1.75,62.363M
538,SYN.L,Synergia Energy Ltd,0.3900,+0.0025,65.601M
539,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.3900,-0.10,61.65M
540,BARC.L,Barclays PLC,0.3900,+1.68,47.929M
541,SIGC.L,Sherborne Investors (Guernsey) C Ltd,0.3900,0.00,53.981M
542,BOIL.AQ,Baron Oil PLC,0.3900,-0.0039,45.615M
543,GBP.L,Global Petroleum Limited,0.3900,-0.0100,45.106M
544,MOS.L,Mobile Streams Plc,0.3900,-0.0025,42.497M
545,VELA.L,Vela Technologies PLC,0.3900,0.0000,41.423M
546,NCA2.L,New Century AIM 2 VCT Ord,0.3900,0.00,0
547,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),0.3900,-0.36,40.359M
548,0H6I.IL,Telecom Italia S.p.A.,0.3900,+0.0014,37.271M
549,SPT.L,Spirent Communications plc,0.3900,+21.00,36.314M
550,GSC.L,GS Chain plc,0.9750,0.0000,103.5M
551,INX.L,i-nexus Global plc,0.9750,-0.5000,103.5M
552,KOD.L,Kodal Minerals Plc,0.9750,-0.0150,79.388M
553,BZT.L,Bezant Resources plc,0.9750,-0.0020,75.176M
554,AMGO.L,Amigo Holdings PLC,0.9750,+0.1500,75.159M
555,HE1.L,Helium One Global Ltd,0.9750,-0.0230,69.927M
556,CEG.L,Challenger Energy Group PLC,0.9750,-0.0025,76.669M
557,VOD.L,Vodafone Group Plc,0.9750,+1.04,86.967M
558,IRON.L,Ironveld Plc,0.9750,-0.0525,63.007M
559,AJ44.L,,0.9750,+0.24,409M
560,JD.L,JD Sports Fashion Plc,0.9750,+18.20,55.143M
561,NI71.L,INVESTEC PLC 9.125% CALL REST S,0.9750,+1.75,62.363M
562,SYN.L,Synergia Energy Ltd,0.9750,+0.0025,65.601M
563,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.9750,-0.10,61.65M
564,BARC.L,Barclays PLC,0.9750,+1.68,47.929M
565,SIGC.L,Sherborne Investors (Guernsey) C Ltd,0.9750,0.00,53.981M
566,BOIL.AQ,Baron Oil PLC,0.9750,-0.0039,45.615M
567,GBP.L,Global Petroleum Limited,0.9750,-0.0100,45.106M
568,MOS.L,Mobile Streams Plc,0.9750,-0.0025,42.497M
569,VELA.L,Vela Technologies PLC,0.9750,0.0000,41.423M
570,NCA2.L,New Century AIM 2 VCT Ord,0.9750,0.00,0
571,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),0.9750,-0.36,40.359M
572,0H6I.IL,Telecom Italia S.p.A.,0.9750,+0.0014,37.271M
573,SPT.L,Spirent Communications plc,0.9750,+21.00,36.314M
574,DKE.L,Dukemount Capital Plc,0.9750,0.0000,36.922M
575,INX.L,i-nexus Global plc,3.2500,-0.5000,103.5M
576,KOD.L,Kodal Minerals Plc,3.2500,-0.0150,79.388M
577,BZT.L,Bezant Resources plc,3.2500,-0.0020,75.176M
578,AMGO.L,Amigo Holdings PLC,3.2500,+0.1500,75.159M
579,HE1.L,Helium One Global Ltd,3.2500,-0.0230,69.927M
580,CEG.L,Challenger Energy Group PLC,3.2500,-0.0025,76.669M
581,VOD.L,Vodafone Group Plc,3.2500,+1.04,86.967M
582,IRON.L,Ironveld Plc,3.2500,-0.0525,63.007M
583,AJ44.L,,3.2500,+0.24,409M
584,JD.L,JD Sports Fashion Plc,3.2500,+18.20,55.143M
585,NI71.L,INVESTEC PLC 9.125% CALL REST S,3.2500,+1.75,62.363M
586,SYN.L,Synergia Energy Ltd,3.2500,+0.0025,65.601M
587,76ZT.L,BANK OF AMERICA CORPORATION 3.6,3.2500,-0.10,61.65M
588,BARC.L,Barclays PLC,3.2500,+1.68,47.929M
589,SIGC.L,Sherborne Investors (Guernsey) C Ltd,3.2500,0.00,53.981M
590,BOIL.AQ,Baron Oil PLC,3.2500,-0.0039,45.615M
591,GBP.L,Global Petroleum Limited,3.2500,-0.0100,45.106M
592,MOS.L,Mobile Streams Plc,3.2500,-0.0025,42.497M
593,VELA.L,Vela Technologies PLC,3.2500,0.0000,41.423M
594,NCA2.L,New Century AIM 2 VCT Ord,3.2500,0.00,0
595,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),3.2500,-0.36,40.359M
596,0H6I.IL,Telecom Italia S.p.A.,3.2500,+0.0014,37.271M
597,SPT.L,Spirent Communications plc,3.2500,+21.00,36.314M
598,DKE.L,Dukemount Capital Plc,3.2500,0.0000,36.922M
599,ORR.L,Oriole Resources PLC,3.2500,+0.0175,32.54M
600,KOD.L,Kodal Minerals Plc,0.4150,-0.0150,79.388M
601,BZT.L,Bezant Resources plc,0.4150,-0.0020,75.176M
602,AMGO.L,Amigo Holdings PLC,0.4150,+0.1500,75.159M
603,HE1.L,Helium One Global Ltd,0.4150,-0.0230,69.927M
604,CEG.L,Challenger Energy Group PLC,0.4150,-0.0025,76.669M
605,VOD.L,Vodafone Group Plc,0.4150,+1.04,86.967M
606,IRON.L,Ironveld Plc,0.4150,-0.0525,63.007M
607,AJ44.L,,0.4150,+0.24,409M
608,JD.L,JD Sports Fashion Plc,0.4150,+18.20,55.143M
609,NI71.L,INVESTEC PLC 9.125% CALL REST S,0.4150,+1.75,62.363M
610,SYN.L,Synergia Energy Ltd,0.4150,+0.0025,65.601M
611,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.4150,-0.10,61.65M
612,BARC.L,Barclays PLC,0.4150,+1.68,47.929M
613,SIGC.L,Sherborne Investors (Guernsey) C Ltd,0.4150,0.00,53.981M
614,BOIL.AQ,Baron Oil PLC,0.4150,-0.0039,45.615M
615,GBP.L,Global Petroleum Limited,0.4150,-0.0100,45.106M
616,MOS.L,Mobile Streams Plc,0.4150,-0.0025,42.497M
617,VELA.L,Vela Technologies PLC,0.4150,0.0000,41.423M
618,NCA2.L,New Century AIM 2 VCT Ord,0.4150,0.00,0
619,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),0.4150,-0.36,40.359M
620,0H6I.IL,Telecom Italia S.p.A.,0.4150,+0.0014,37.271M
621,SPT.L,Spirent Communications plc,0.4150,+21.00,36.314M
622,DKE.L,Dukemount Capital Plc,0.4150,0.0000,36.922M
623,ORR.L,Oriole Resources PLC,0.4150,+0.0175,32.54M
624,0RUU.L,Starbreeze AB (publ),0.4150,+0.0020,37.9M
625,BZT.L,Bezant Resources plc,0.0210,-0.0020,75.176M
626,AMGO.L,Amigo Holdings PLC,0.0210,+0.1500,75.159M
627,HE1.L,Helium One Global Ltd,0.0210,-0.0230,69.927M
628,CEG.L,Challenger Energy Group PLC,0.0210,-0.0025,76.669M
629,VOD.L,Vodafone Group Plc,0.0210,+1.04,86.967M
630,IRON.L,Ironveld Plc,0.0210,-0.0525,63.007M
631,AJ44.L,,0.0210,+0.24,409M
632,JD.L,JD Sports Fashion Plc,0.0210,+18.20,55.143M
633,NI71.L,INVESTEC PLC 9.125% CALL REST S,0.0210,+1.75,62.363M
634,SYN.L,Synergia Energy Ltd,0.0210,+0.0025,65.601M
635,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.0210,-0.10,61.65M
636,BARC.L,Barclays PLC,0.0210,+1.68,47.929M
637,SIGC.L,Sherborne Investors (Guernsey) C Ltd,0.0210,0.00,53.981M
638,BOIL.AQ,Baron Oil PLC,0.0210,-0.0039,45.615M
639,GBP.L,Global Petroleum Limited,0.0210,-0.0100,45.106M
640,MOS.L,Mobile Streams Plc,0.0210,-0.0025,42.497M
641,VELA.L,Vela Technologies PLC,0.0210,0.0000,41.423M
642,NCA2.L,New Century AIM 2 VCT Ord,0.0210,0.00,0
643,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),0.0210,-0.36,40.359M
644,0H6I.IL,Telecom Italia S.p.A.,0.0210,+0.0014,37.271M
645,SPT.L,Spirent Communications plc,0.0210,+21.00,36.314M
646,DKE.L,Dukemount Capital Plc,0.0210,0.0000,36.922M
647,ORR.L,Oriole Resources PLC,0.0210,+0.0175,32.54M
648,0RUU.L,Starbreeze AB (publ),0.0210,+0.0020,37.9M
649,IAG.L,"International Consolidated Airlines Group, S.A.",0.0210,+5.25,41.871M
650,AMGO.L,Amigo Holdings PLC,0.3250,+0.1500,75.159M
651,HE1.L,Helium One Global Ltd,0.3250,-0.0230,69.927M
652,CEG.L,Challenger Energy Group PLC,0.3250,-0.0025,76.669M
653,VOD.L,Vodafone Group Plc,0.3250,+1.04,86.967M
654,IRON.L,Ironveld Plc,0.3250,-0.0525,63.007M
655,AJ44.L,,0.3250,+0.24,409M
656,JD.L,JD Sports Fashion Plc,0.3250,+18.20,55.143M
657,NI71.L,INVESTEC PLC 9.125% CALL REST S,0.3250,+1.75,62.363M
658,SYN.L,Synergia Energy Ltd,0.3250,+0.0025,65.601M
659,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.3250,-0.10,61.65M
660,BARC.L,Barclays PLC,0.3250,+1.68,47.929M
661,SIGC.L,Sherborne Investors (Guernsey) C Ltd,0.3250,0.00,53.981M
662,BOIL.AQ,Baron Oil PLC,0.3250,-0.0039,45.615M
663,GBP.L,Global Petroleum Limited,0.3250,-0.0100,45.106M
664,MOS.L,Mobile Streams Plc,0.3250,-0.0025,42.497M
665,VELA.L,Vela Technologies PLC,0.3250,0.0000,41.423M
666,NCA2.L,New Century AIM 2 VCT Ord,0.3250,0.00,0
667,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),0.3250,-0.36,40.359M
668,0H6I.IL,Telecom Italia S.p.A.,0.3250,+0.0014,37.271M
669,SPT.L,Spirent Communications plc,0.3250,+21.00,36.314M
670,DKE.L,Dukemount Capital Plc,0.3250,0.0000,36.922M
671,ORR.L,Oriole Resources PLC,0.3250,+0.0175,32.54M
672,0RUU.L,Starbreeze AB (publ),0.3250,+0.0020,37.9M
673,IAG.L,"International Consolidated Airlines Group, S.A.",0.3250,+5.25,41.871M
674,KAT.L,Katoro Gold plc,0.3250,+0.0025,32.048M
675,HE1.L,Helium One Global Ltd,1.1020,-0.0230,69.927M
676,CEG.L,Challenger Energy Group PLC,1.1020,-0.0025,76.669M
677,VOD.L,Vodafone Group Plc,1.1020,+1.04,86.967M
678,IRON.L,Ironveld Plc,1.1020,-0.0525,63.007M
679,AJ44.L,,1.1020,+0.24,409M
680,JD.L,JD Sports Fashion Plc,1.1020,+18.20,55.143M
681,NI71.L,INVESTEC PLC 9.125% CALL REST S,1.1020,+1.75,62.363M
682,SYN.L,Synergia Energy Ltd,1.1020,+0.0025,65.601M
683,76ZT.L,BANK OF AMERICA CORPORATION 3.6,1.1020,-0.10,61.65M
684,BARC.L,Barclays PLC,1.1020,+1.68,47.929M
685,SIGC.L,Sherborne Investors (Guernsey) C Ltd,1.1020,0.00,53.981M
686,BOIL.AQ,Baron Oil PLC,1.1020,-0.0039,45.615M
687,GBP.L,Global Petroleum Limited,1.1020,-0.0100,45.106M
688,MOS.L,Mobile Streams Plc,1.1020,-0.0025,42.497M
689,VELA.L,Vela Technologies PLC,1.1020,0.0000,41.423M
690,NCA2.L,New Century AIM 2 VCT Ord,1.1020,0.00,0
691,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),1.1020,-0.36,40.359M
692,0H6I.IL,Telecom Italia S.p.A.,1.1020,+0.0014,37.271M
693,SPT.L,Spirent Communications plc,1.1020,+21.00,36.314M
694,DKE.L,Dukemount Capital Plc,1.1020,0.0000,36.922M
695,ORR.L,Oriole Resources PLC,1.1020,+0.0175,32.54M
696,0RUU.L,Starbreeze AB (publ),1.1020,+0.0020,37.9M
697,IAG.L,"International Consolidated Airlines Group, S.A.",1.1020,+5.25,41.871M
698,KAT.L,Katoro Gold plc,1.1020,+0.0025,32.048M
699,LLOYL.XC,Lloyds Banking Group plc,1.1020,+0.02,31.157M
700,CEG.L,Challenger Energy Group PLC,0.1400,-0.0025,76.669M
701,VOD.L,Vodafone Group Plc,0.1400,+1.04,86.967M
702,IRON.L,Ironveld Plc,0.1400,-0.0525,63.007M
703,AJ44.L,,0.1400,+0.24,409M
704,JD.L,JD Sports Fashion Plc,0.1400,+18.20,55.143M
705,NI71.L,INVESTEC PLC 9.125% CALL REST S,0.1400,+1.75,62.363M
706,SYN.L,Synergia Energy Ltd,0.1400,+0.0025,65.601M
707,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.1400,-0.10,61.65M
708,BARC.L,Barclays PLC,0.1400,+1.68,47.929M
709,SIGC.L,Sherborne Investors (Guernsey) C Ltd,0.1400,0.00,53.981M
710,BOIL.AQ,Baron Oil PLC,0.1400,-0.0039,45.615M
711,GBP.L,Global Petroleum Limited,0.1400,-0.0100,45.106M
712,MOS.L,Mobile Streams Plc,0.1400,-0.0025,42.497M
713,VELA.L,Vela Technologies PLC,0.1400,0.0000,41.423M
714,NCA2.L,New Century AIM 2 VCT Ord,0.1400,0.00,0
715,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),0.1400,-0.36,40.359M
716,0H6I.IL,Telecom Italia S.p.A.,0.1400,+0.0014,37.271M
717,SPT.L,Spirent Communications plc,0.1400,+21.00,36.314M
718,DKE.L,Dukemount Capital Plc,0.1400,0.0000,36.922M
719,ORR.L,Oriole Resources PLC,0.1400,+0.0175,32.54M
720,0RUU.L,Starbreeze AB (publ),0.1400,+0.0020,37.9M
721,IAG.L,"International Consolidated Airlines Group, S.A.",0.1400,+5.25,41.871M
722,KAT.L,Katoro Gold plc,0.1400,+0.0025,32.048M
723,LLOYL.XC,Lloyds Banking Group plc,0.1400,+0.02,31.157M
724,KEFI.L,KEFI Minerals Plc,0.1400,-0.0150,33.229M
725,VOD.L,Vodafone Group Plc,70.46,+1.04,86.967M
726,IRON.L,Ironveld Plc,70.46,-0.0525,63.007M
727,AJ44.L,,70.46,+0.24,409M
728,JD.L,JD Sports Fashion Plc,70.46,+18.20,55.143M
729,NI71.L,INVESTEC PLC 9.125% CALL REST S,70.46,+1.75,62.363M
730,SYN.L,Synergia Energy Ltd,70.46,+0.0025,65.601M
731,76ZT.L,BANK OF AMERICA CORPORATION 3.6,70.46,-0.10,61.65M
732,BARC.L,Barclays PLC,70.46,+1.68,47.929M
733,SIGC.L,Sherborne Investors (Guernsey) C Ltd,70.46,0.00,53.981M
734,BOIL.AQ,Baron Oil PLC,70.46,-0.0039,45.615M
735,GBP.L,Global Petroleum Limited,70.46,-0.0100,45.106M
736,MOS.L,Mobile Streams Plc,70.46,-0.0025,42.497M
737,VELA.L,Vela Technologies PLC,70.46,0.0000,41.423M
738,NCA2.L,New Century AIM 2 VCT Ord,70.46,0.00,0
739,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),70.46,-0.36,40.359M
740,0H6I.IL,Telecom Italia S.p.A.,70.46,+0.0014,37.271M
741,SPT.L,Spirent Communications plc,70.46,+21.00,36.314M
742,DKE.L,Dukemount Capital Plc,70.46,0.0000,36.922M
743,ORR.L,Oriole Resources PLC,70.46,+0.0175,32.54M
744,0RUU.L,Starbreeze AB (publ),70.46,+0.0020,37.9M
745,IAG.L,"International Consolidated Airlines Group, S.A.",70.46,+5.25,41.871M
746,KAT.L,Katoro Gold plc,70.46,+0.0025,32.048M
747,LLOYL.XC,Lloyds Banking Group plc,70.46,+0.02,31.157M
748,KEFI.L,KEFI Minerals Plc,70.46,-0.0150,33.229M
749,VRS.L,Versarien plc,70.46,-0.0040,30.078M
750,IRON.L,Ironveld Plc,0.0900,-0.0525,63.007M
751,AJ44.L,,0.0900,+0.24,409M
752,JD.L,JD Sports Fashion Plc,0.0900,+18.20,55.143M
753,NI71.L,INVESTEC PLC 9.125% CALL REST S,0.0900,+1.75,62.363M
754,SYN.L,Synergia Energy Ltd,0.0900,+0.0025,65.601M
755,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.0900,-0.10,61.65M
756,BARC.L,Barclays PLC,0.0900,+1.68,47.929M
757,SIGC.L,Sherborne Investors (Guernsey) C Ltd,0.0900,0.00,53.981M
758,BOIL.AQ,Baron Oil PLC,0.0900,-0.0039,45.615M
759,GBP.L,Global Petroleum Limited,0.0900,-0.0100,45.106M
760,MOS.L,Mobile Streams Plc,0.0900,-0.0025,42.497M
761,VELA.L,Vela Technologies PLC,0.0900,0.0000,41.423M
762,NCA2.L,New Century AIM 2 VCT Ord,0.0900,0.00,0
763,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),0.0900,-0.36,40.359M
764,0H6I.IL,Telecom Italia S.p.A.,0.0900,+0.0014,37.271M
765,SPT.L,Spirent Communications plc,0.0900,+21.00,36.314M
766,DKE.L,Dukemount Capital Plc,0.0900,0.0000,36.922M
767,ORR.L,Oriole Resources PLC,0.0900,+0.0175,32.54M
768,0RUU.L,Starbreeze AB (publ),0.0900,+0.0020,37.9M
769,IAG.L,"International Consolidated Airlines Group, S.A.",0.0900,+5.25,41.871M
770,KAT.L,Katoro Gold plc,0.0900,+0.0025,32.048M
771,LLOYL.XC,Lloyds Banking Group plc,0.0900,+0.02,31.157M
772,KEFI.L,KEFI Minerals Plc,0.0900,-0.0150,33.229M
773,VRS.L,Versarien plc,0.0900,-0.0040,30.078M
774,BP.L,BP p.l.c.,0.0900,+2.90,28.747M
775,AJ44.L,,95.80,+0.24,409M
776,JD.L,JD Sports Fashion Plc,95.80,+18.20,55.143M
777,NI71.L,INVESTEC PLC 9.125% CALL REST S,95.80,+1.75,62.363M
778,SYN.L,Synergia Energy Ltd,95.80,+0.0025,65.601M
779,76ZT.L,BANK OF AMERICA CORPORATION 3.6,95.80,-0.10,61.65M
780,BARC.L,Barclays PLC,95.80,+1.68,47.929M
781,SIGC.L,Sherborne Investors (Guernsey) C Ltd,95.80,0.00,53.981M
782,BOIL.AQ,Baron Oil PLC,95.80,-0.0039,45.615M
783,GBP.L,Global Petroleum Limited,95.80,-0.0100,45.106M
784,MOS.L,Mobile Streams Plc,95.80,-0.0025,42.497M
785,VELA.L,Vela Technologies PLC,95.80,0.0000,41.423M
786,NCA2.L,New Century AIM 2 VCT Ord,95.80,0.00,0
787,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),95.80,-0.36,40.359M
788,0H6I.IL,Telecom Italia S.p.A.,95.80,+0.0014,37.271M
789,SPT.L,Spirent Communications plc,95.80,+21.00,36.314M
790,DKE.L,Dukemount Capital Plc,95.80,0.0000,36.922M
791,ORR.L,Oriole Resources PLC,95.80,+0.0175,32.54M
